text,label,language
"THE FOREGOING STATES OUT THE ENTIRE LIABILITY OF DIVERSINET, AND THE SOLE AND EXCLUSIVE REMEDY OF RESELLER AND END-USER, WITH RESPECT TO THE INFRINGEMENT OF INTELLECTUAL PROPERTY RIGHTS BY THE PRODUCTS.",liability_cap,english
In return for the exclusive appointment of Agency by MICOA to sell its professional liability products listed on the,non_compete,english
REPAIR: YES NO REASON FOR REMOVAL REQUESTED WORK REPAIR OVERHAUL BENCH TEST CALIBRATION MODIFICATION (Please indicate the requested SB and final PN) OTHER WORKS TO INCORPORATE / REMARKS ATR—Global Maintenance Agreement ATR form ref.,general,english
This IP Agreement will be construed in accordance with the substantive laws of the state of New York and of the United States of America.,governing_law,english
Neither party will bring a legal action related to this Agreement more than two years after the cause of action accrued.,liability_cap,english
"Commencing as of the Effective Date and thereafter during the Development Term, and subject to Section 12.3.2 below, each Party will carry and maintain, at its own expense, insurance coverage of the kind and with liability limits that, at a minimum, satisfy the requirements of Section 12.3.2, to protect itself and the other Party against any claims or liabilities that may arise from the conduct of the Clinical Trials and all other rights and obligations hereunder with insurers with a minimum ""A-"" A.M. Best rating.",insurance,english
Any Participant will have the right to voluntarily withdraw from the Joint Venture at any time,termination,english
IN NO EVENT SHALL JRVS'S LIABILITY ARISING OUT OF THIS AGREEMENT EXCEED THE AMOUNT RECEIVED BY JRVS FROM THE DISTRIBUTOR HEREUNDER FOR THE PRODUCT GIVING RISE TO THE LIABILITY.,liability_cap,english
"Such license is granted solely in connection with ALFA AESAR's rights and obligations under this Agreement and, in particular, for the purpose of licensing ALFA AESAR to use the NTC Trademarks in ALFA AESAR's marketing, sales and distribution materials relative to the Products, including without limitation on the ALFA AESAR's Web site as a link/navigational button to the NTC Web site as posted by NTC.",license_grant,english
"This Agreement shall be governed and construed in accordance with the laws of the State of New York applicable to contracts made and wholly performed within such state, except for matters directly within the purview of the DGCL, which shall be governed by the DGCL.",governing_law,english
Such liability shall not exceed the other Party's contractual liability to its customers.,liability_cap,english
"During the period beginning on the Effective Date and ending on the later of (i) the end of the Initial Term and (ii) the date falling two years after completion of the most recent services provided by Rubicon under clause 7 (the ""Non-Competition Period"") and in the ISA Geographic Area, as defined below, Rubicon agrees not to in any capacity, engage or have a financial interest in any ISA Competing Business, as defined below, or provide managerial, supervisory, administrative, or financial services relating to any ISA Competing Business, including making available any information or funding to any such ISA Competing Business.",non_compete,english
This Agreement may be terminated without the payment of any penalty by either party upon sixty (60) days' written notice to the other party.,termination,english
"During the Interim Period, neither HERC nor any of its affiliates or subsidiaries shall, directly or indirectly, engage in the business of renting or leasing cars, crossovers or light trucks (including sport utility vehicles and light commercial vehicles) in [any country in which THC or any of its affiliates or subsidiaries rents or leases cars, crossovers or light trucks (including sport utility vehicles and light commercial vehicles) as of the date of this Agreement] without THC's prior written consent, except to the extent materially consistent in type and scope with HERC's operations immediately prior to the date of this IPA.",non_compete,english
"This Agreement takes effect upon its acceptance and execution by AIRSOPURE in the State of Texas, and shall be interpreted and construed under the laws of the State of Texas.",governing_law,english
"This Agreement will be governed by and interpreted in accordance with the local laws of the State of Washington, U.S.A., without regard to its conflicts of law provisions and not including the provisions of the 1980 U.N. Convention in Contracts for the International Sale of Goods.",governing_law,english
"Notwithstanding Article 9.3., [CERES/IGER] will have the right to terminate this Agreement including the Program at any time with [three (3)] months' prior written notice.",termination,english
"During the Term, Rogers shall have the non-exclusive right to distribute and exhibit each Licensed Program on a VOD basis for a period of ninety (90) consecutive days, or such longer period as may be agreed to by Rogers and Licensor (the ""License Period"").",license_grant,english
Excite@Home shall not offer any Excite-branded or Excite-co-branded service during the Term of this Agreement that is substantially similar in functionally to the Co-Branded Application.,non_compete,english
"Such termination, together with the provisions of Section 5.2 of the License Agreement, constitutes as Stryker's sole remedy and Conformis' exclusive liability in the event of any such rejection or failure by Conformis to deliver materially conforming Deliverables hereunder so long as such rejection or failure does not arise from Conformis' fraud, willful misconduct, gross negligence or bad faith.",liability_cap,english
CytoDyn shall have the right to terminate this Agreement in its entirety upon written notice to Vyera on the occurrence of any of the following:,non_compete,english
"Unless sooner terminated in accordance with the provisions hereof, the initial term of this Agreement (""Initial Term"") will be ten (10) years from the Effective Date, provided that at any time following the 7th anniversary of such date, either party may terminate such strategic alliance upon not less than 60 days' prior written notice to the other party.",termination,english
"Member covenants and agrees that during the term of the Franchise Agreement, except as otherwise approved in writing by Franchisor, Member shall not, either directly or indirectly, for itself, or through, on behalf of, or in conjunction with any person, persons, partnership, corporation, or entity: (i) Own, manage, engage in, be employed by, advise, make loans to, consult for, rent or lease to, or have any other interest in business that (directly or indirectly) operates, or grants franchises or licenses to operate, a restaurant featuring pizza and related food specialties or that offers products or services substantially similar to those then offered by Pizza Fusions Restaurants (""Competitive Business"");",non_compete,english
"In the event of any breach of this Agreement, the sole remedy of the non-breaching Party will be to seek monetary damages or equitable relief, including specific performance, as provided in Article VII, that does not involve a rescission or termination of any of the provisions of this Agreement (including the license rights provided in this Article III), and each Party irrevocably waives the right to seek any termination or rescission of any such provisions or rights.",liability_cap,english
"During the Sale Term, and thereafter until all of Merchant's and Purchaser's and Agent's obligations under this Agreement have been satisfied, Merchant and Purchaser shall have reasonable access to Merchant's and Purchaser's records with respect to the GOB Sale (including, but not limited to Merchandise, GOB Sale Proceeds, and Expenses) to review and audit such records.",audit_rights,english
"The sole remedy of the Issuer, the Indenture Trustee, the Owner Trustee, and the Secured Parties for any extension, modification, amendment, cancellation or waiver of a Receivable or any terms thereof under Section 3.2(b) or a breach of the covenants made by the Servicer in Section 3.2(c) or (d) is the Servicer's acquisition of the Receivables, as described under this Section 3.3.",liability_cap,english
"The English text of this Agreement shall control any interpretation of its provisions, and this Agreement and the legal relations among the Parties and the Company shall in all respects be interpreted, construed and governed by and in accordance with the laws of Japan.",governing_law,english
"NEITHER PARTY MAY CLAIM AND NEITHER PARTY IS LIABLE FOR CLAIMS FOR INDIRECT DAMAGES AND LOSSES, SUCH AS SPECIAL OR CONSEQUENTIAL LOSS OR DAMAGE, ANY LOSS OF ACTUAL OR ANTICIPATED PROFIT, OR REVENUE, ANTICIPATED SAVINGS OR BUSINESS OR DAMAGE TO GOODWILL OR BRAND EQUITY, ARE EXCLUDED.",liability_cap,english
i-Escrow shall not run banner advertisements on the Co-Branded Site for any of 2TheMart's competitors.,non_compete,english
"During the Term, VerticalNet will not, directly or indirectly, design, host, operate, maintain or otherwise participate in a co-branded career center or a co-branded equipment listing Site with a PaperExchange Competitor or license a VerticalNet Link for use or display on any PaperExchange Competitor's Site.",non_compete,english
"Unless otherwise approved by Party A, in the event of parcel transfer due to Party B's vehicle delay, Party B shall pay liquidated damages to Party A at the standard rate of RMB500 per trip on the first working day, RMB1,000 per trip on the second working day and RMB2,000 per trip on the third working day (based on the time records on the parcel transfer documents) and such liquidated damages will be deducted from the current month's freight.",penalty,english
"Kitov shall have the right (at reasonable intervals, with reasonable prior written notice and during normal business hours, and not more often than annually) to inspect Dexcel's manufacturing facilities used in the manufacture, storage, testing, and/or release for shipment of the Product.",audit_rights,english
"Products. Any failure of Endorser to disclose such conflicting interests, or any breach of this Section, shall be deemed a material breach of the Agreement.",non_compete,english
Each party shall provide a certificate of insurance (or evidence of self-insurance) evidencing such coverage to the other party upon request.,insurance,english
Except for claims under Sections 9.4 [INDEMNIFICATION BY IMPRESSE] and 9.5 [INDEMNIFICATION BY VERTICALNET],liability_cap,english
"XSPA's representatives may, from time to time during regular business hours on reasonable advance notice, during the Term of this Agreement and for a period of six (6) months thereafter, inspect and audit such books and records and examine and copy all other documents and material in the possession or under the control of Calm with respect to the subject matter and the terms of this Agreement.",audit_rights,english
"Except as otherwise specifically stated herein with respect to the Wireless Products, Licensee shall have no right to develop, manufacture, reproduce, distribute, sell or exploit any other products based on the PSM or the Property.",license_grant,english
Such examination shall be made at the regular place of business of PageMaster Corporation where such books and records are maintained during normal business hours and shall be conducted at Go Call's expense by a certified public accountant or other Go Call executive so designated by Go Call.,audit_rights,english
"For the purposes of this Agreement, ""Competitors"" means online supermarkets, which offer selections of consumer packaged goods and groceries comparable to NetGrocer or off-Web supermarkets, as listed in Exhibit A. The parties may amend Exhibit A from time to time and Excite will not unreasonably withhold its consent to the inclusion of bona fide Competitors submitted by NetGrocer.",non_compete,english
"To further protect the El Pollo Loco® System while this Agreement is in effect, Developer and each officer, director, shareholder, member, manager, partner and other equity owner, as applicable, of Developer, if Developer is an entity, shall neither directly nor indirectly own, operate, control or any financial interest in any other business which would constitute a ""Competitive Business"" (as hereinafter defined) without the prior written consent of Franchisor; provided further, that Franchisor may, as its sole and absolute right, consent to the Developer's continued operation of any business already in existence and operating at the time of execution of this Agreement.",non_compete,english
"In addition to the rights set out in Section 3.4(a), where (i) any audit carried out in accordance with this Section 3.4 has identified any breach of this Agreement, (ii) Vericel has a reasonable basis to suspect a breach of this Agreement, (iii) any previous audit carried out in accordance with this Section 3.4 has identified any major or critical findings, or (iv) if such audit is in response to or following an audit from a regulatory agency, and such audit resulted in a 483 or equivalent citation, then Vericel shall have the right to carry out, upon reasonable prior notice and during normal business hours, follow up compliance audit(s).",audit_rights,english
"The execution, effect, interpretation and performance of this Agreement and resolution of any dispute arising from this Agreement will be governed by PRC Laws.",governing_law,english
"The construction and validity of this Agreement and the provisions hereof, and the rights and obligations of the Parties hereunder, will be governed by the internal laws of the State of Delaware, USA, and, to the extent applicable to Patents and Trademarks, the applicable federal laws of the USA, in each instance without regard to conflict of laws principles.",governing_law,english
"EXCEPT IN CONNECTION WITH A BREACH BY EITHER PARTY OF ARTICLE 10, THE INDEMNIFICATION OBLIGATIONS OF PAPEREXCHANGE UNDER SECTION 12.4(c) [Indemnification by PaperExchange] AND THE INDEMNIFICATION OBLIGATIONS OF VERTICALNET UNDER SECTION 12.5(c) [Indemnification by VerticalNet], EACH PARTY'S LIABILITY FOR DAMAGES HEREUNDER SHALL NOT EXCEED $1,000,000.",liability_cap,english
Distributor shall pay WGT fifty percent (50%) of the unpaid balance of cumulative Guaranteed Minimum Purchase amounts as liquidated damages.,penalty,english
"During the Term, VerticalNet shall not (a) act as an advertising agent or representative for any PaperExchange Competitor and (b) place any advertisements on Pulp and Paper Online from any PaperExchange Competitor.",non_compete,english
Party B's use of the Platform and the acquisition of any information by using the Platform are solely at Party B's independent judgment and is at Party B's own risk (including but not limited to the losses caused by damage to Party B's computer system or mobile phone system or loss of data.),liability_cap,english
"This Agreement shall be construed in accordance with, and governed by, the laws of the State of Georgia, without regard to the conflicts of law rules of such state.",governing_law,english
"In the event that Oceanic Time Warner Cable removes the above content and or terminates this agreement prior to December 31, 2006, Oceanic Time Warner Cable agrees to pay a cancellation fee of Five Thousand Dollars ($5,000) per month multiplied by the number of months remain on the agreement.",penalty,english
"This Agreement shall be governed by and be --------- ---- construed in accordance with the laws of the Province of Ontario, Canada.",governing_law,english
Remarketing Agent Not Acting as Underwriter 15 Section 22.,general,english
"TouchStar shall have no liability to Reseller or any Other Reseller by reason of the termination or expiration of this Agreement for compensation, reimbursement, or damages of any kind, including any loss of prospective profits on anticipated sales, loss of goodwill, or investments made in reliance on this Agreement.",liability_cap,english
"Except as provided in Section 6.2, during the term of this Agreement, the Company shall not participate in any project similar to the Site on the Internet with respect to Deerskin Products or products substantially similar to Deerskin Products (including, without limitation, the products of Wilson's House of Leather, Excelled and companies similar to Wilson's House of Leather and Excelled)",non_compete,english
"This Agreement shall be governed by and construed in accordance with the laws of the state of Israel, without giving effect to choice of law rules.",governing_law,english
Email version of Table of Contents A valuable reminder of newly released publications is the table of contents email option.,general,english
This is Accuray's sole and exclusive obligation and Customer's and Distributor's sole and exclusive remedy in relation to any Safety Update required to be provided by applicable law in the Customer's jurisdiction.,liability_cap,english
"MS hereby grants (subject to any existing third party contractual obligations) to MSCI a non-exclusive, perpetual, irrevocable, world- wide, royalty-free license for MSCI to use, modify, copy, create derivative works of and sublicense, for any business purpose, the MS Licensed Materials.",license_grant,english
"Within the scope of the [...***...] License Agreement, Miltenyi has got the right to grant non-exclusive sublicenses to third parties utilizing cytokines for applications that are covered by the claims of [...***...] to develop, manufacture, market and commercialize medicinal products on terms and conditions consistent with the terms and conditions contained in the [...***...] License Agreement.",license_grant,english
"Unless otherwise agreed in an Order, Supplier grants Bank of America a perpetual, worldwide, irrevocable, nonexclusive royalty free license to any Pre-existing IP embedded in the Work Product, which shall permit Bank of America and any transferee or sublicensee of Bank of America, subject to the restrictions in this Agreement, to make, use, import, reproduce, display, distribute, make derivative works and modify such Pre-existing IP as necessary or desirable for the use of the Work Product.",license_grant,english
"Subject to the preceding sentence, such Bellicum liability insurance or self-insurance program will insure against personal injury, physical injury or property damage arising out of the pre-clinical, clinical and commercial manufacture, sale, use, distribution or marketing of Bellicum Product, and such Miltenyi liability insurance or self-insurance program will insure against personal injury, physical injury or property damage arising out of use of a Miltenyi Product in the manufacture of a Bellicum Product",insurance,english
"The Parties will mutually agree, reasonably and in good faith, on the timeframe for such audit to be conducted. Any such audit will be conducted during the audited Party's regular business hours and in a manner that minimizes interference with the audited Party's normal business activities.",audit_rights,english
"Company agrees to provide and maintain, at its own expense, general commercial and product liability insurance.",insurance,english
"Franchisee shall maintain at Franchisee's expense, in form, amounts and with insurers satisfactory to Pretzel Time, which insurers must have an A.M. Best Company rating of ""A-"" or better and naming Pretzel Time an additional insured, insurance against all types of public liability with personal injury coverage and property damage coverage.",insurance,english
"ETON has the right to terminate this Agreement after approval of the Dossier or marketing application for the Product (or added new product), at its sole discretion, upon providing one hundred eighty (180) days' written notice to Aucta.",termination,english
"Excite@Home will not serve advertising on the Co-Branded Application for any ""Application Provider Named Competitor,"" as specified in EXHIBIT E.",non_compete,english
ARTICLE 8 TERM AND TERMINATION 8.1 Term.,general,english
Insurance policies purchased to comply with this Article Seven will be kept in force for at least […***…] after the last sale of licensed Product.,insurance,english
"Dova acknowledges that Valeant owns or is licensed to use certain Know-How relating to the proprietary sales and marketing information, methods and plans that has been independently developed or licensed by Valeant (such Know-How, the ""Valeant Property"").",general,english
"Upon reasonable request not more than once during any calendar year, and with reasonable notice, the Servicer will give the Issuer, the Depositor, the Parent Support Provider, the Administrator, the Owner Trustee and the Indenture Trustee (or their representatives) access to the records and documents to conduct a review of the Servicer's performance under this Agreement.",audit_rights,english
"PAPA JOHN'S shall procure and maintain, at its sole cost and expense, and use commercially reasonable efforts cause its Sub-Contractors to obtain, at their sole cost and expense, during the Term and for a period of three (3) years thereafter (""Insurance Period""), comprehensive general liability insurance (including, without limitation, product liability insurance, inventory insurance, worker's compensation insurance, and advertising injury insurance), to defend and protect the Parties against claims arising out of or in connection with PAPA JOHN's business, the Materials, the Products, and Advertisements therefor.",insurance,english
"With respect to the foregoing, XSPA shall provide to Calm certificate(s) evidencing such insurance prior to or upon execution of this Agreement.",insurance,english
"Each policy of insurance which Schoolpop is required to possess under this Agreement shall name AEIS, and its Directors, Officers, and Employees, as additional insured in the insurance policy limits herein required.",insurance,english
In no event will the Company be liable for incidental or consequential damages.,liability_cap,english
"In the event the closing does not occur, the Conversion is terminated or otherwise abandoned, or the terms of the Conversion are substantially amended so as to materially and adversely change the role of Capital Resources, Capital Resources shall be reimbursed for all reasonable legal fees and out-of-pocket expenses for rendering financial advice to the Association concerning the structure of the Conversion, preparing a market and financial analysis, performing due diligence and assisting in the preparation of the Application for Conversion and the Registration Statement, which shall be paid upon such termination, abandonment or amendment or within five days of such event.",penalty,english
Endorser's duty not to compete with the business of MusclePharm shall continue for a period of one year following the expiration or termination of this Agreement. Endorser's non-competition obligation shall not be required in the event of a material breach of this Agreement by MusclePharm.,non_compete,english
"FOR CLARITY AND NOTWITHSTANDING THE PROVISIONS OF THE FIRST SENTENCE OF THIS SECTION 13.5, ROYALTIES AND MILESTONES PAYABLE TO CYTODYN IN CONNECTION WITH VYERA'S COMMERCIALIZATION OF LICENSED PRODUCTS IN ACCORDANCE WITH THE TERMS OF THIS AGREEMENT COULD CONSTITUTE DIRECT DAMAGES TO THE EXTENT AWARDED IN ACCORDANCE WITH ARTICLE 12.",liability_cap,english
"If termination occurs after the second anniversary of the Opening Date but before the final five (5) calendar years of the Term, you will pay us Liquidated Damages in an amount calculated by dividing the sum of the Monthly Royalty Fees due to us under this Agreement for the prior twenty-four (24) month period by twenty-four (24) and then multiplying the resulting sum by sixty (60).",penalty,english
"Operator shall maintain Commercial General Liability Insurance covering its operations under this Agreement including, without limitation, bodily injury, death, property damage, premises/operations, sudden and accidental pollution, independent contractors, products/completed operations, contractual, and personal injury liability, with a limit of not less than one million dollars ($1,000,000) per occurrence and two million dollars ($2,000,000) in the annual aggregate.",insurance,english
"The insurance will identify University Indemnitees as additional insureds and will provide that the carrier will notify University in writing at least […***…] prior to cancellation, non-renewal, or material change in coverage. Should ArTara fail to obtain replacement insurance providing comparable coverage within such […***…] period, University will have the right to termination this Agreement effective as of the end of the […***…] period without notice or any additional cure period.",insurance,english
"This Agreement can be terminated at any time prior to the expiry of the Term, as follows:",penalty,english
"C. Own, maintain, engage in, be employed by, advise, consult, assist, invest in or have any interest whatsoever in any business or entity which competes with or offers products or services which are the same or similar to those of AIRSOPURE or the Franchise.",non_compete,english
"By this Agreement the Members enter into a joint venture (the ""Venture"") in accordance with the laws of the State of Florida.",governing_law,english
This Agreement shall be construed in accordance with the laws of the State of New York without regard to principles of conflicts of law.,governing_law,english
"Subject to any limitations which NTC communicates to ALFA AESAR in writing, NTC hereby grants ALFA AESAR a license to use, exhibit, excerpt, reformat, modify, reproduce, publish, publicly perform and transmit via the Internet and otherwise use such NTC content for the purpose of marketing, advertising and promoting the Products, provided that ALFA AESAR obtains NTC's prior written approval for NTC content to be included in such literature.",license_grant,english
This Agreement shall be governed and construed in accordance with the laws of the United States of America.,governing_law,english
"NTC hereby grants ALFA AESAR a limited non-exclusive license to use, exhibit, excerpt, reproduce, publish, publicly perform and transmit via the Internet and otherwise use the NTC Trademarks in substantially the form as NTC may provide to ALFA AESAR from time to time during the Term of this Agreement in accordance with the terms set forth herein.",license_grant,english
"So long as no default exists and is continuing hereunder or under the Lease, either party may terminate this Agreement at any time upon ____________ (______30________) days written notice to the other party; provided however that such termination shall not act as a termination of any Equipment leased hereunder.",termination,english
This Agreement may also be terminated by either party upon ninety (90) days written notice.,termination,english
"As part of the exclusive distribution right granted in this Section 2, Vendor hereby grants Distributor the non- exclusive, non-transferable right to use and display Vendor's trademarks, logos, Product photographs and images, Product advertising and promotional copy, including but not limited to the materials contained in Vendor's website, in connection with the promotion, advertising and distribution of the Products.",license_grant,english
"This Agreement shall be governed, construed and interpreted in accordance with the laws of the State of California (without respect to principles of conflicts of law).",governing_law,english
"In connection therewith, the Executive is likely from time to time to be required to work outside the UK for periods exceeding one month.",general,english
"Notwithstanding the aforesaid in Section 16.1. and any possible implication to the contrary herein or as a result of the course of conduct of the parties, Contractor shall be entitled, at its sole discretion, to terminate this Agreement only during the Extended Term, with or without cause, upon a prior written notice of termination to NICE of not less than six (6) months.",termination,english
Either Party may terminate this Agreement at any time during the term of this Agreement for any reason upon two weeks written notice to the other Party.,termination,english
"Ono hereby grants to Array a non-exclusive, worldwide, royalty free license, with the right to issue and authorize sublicenses through multiple tiers subject to the last sentence of Section 2.4(b), under any Improvements and Ono's interest in Joint Patent and Joint Know-How solely to make, use, sell, offer for sale, import, the Products (collectively, the ""Grant-Back License""), subject to the exclusive rights granted to Ono under this Agreement.",license_grant,english
"For example, if Party B shall pay liquidated damages as much as RMB N, it shall pay additional RMB N to increase the deposit paid in accordance with Article 4.2 after it pays the liquidated damages or Party A deducts the liquidated damages from the deposit.",penalty,english
Principal represents that it owns or has rights to the intellectual property embodied in the Products.,general,english
The payment of such amount is intended to constitute liquidated damages to the Agent and the Lenders and shall not be deemed to constitute a forfeiture or penalty.,penalty,english
This Agreement shall be construed and enforced and interpreted in accordance with and governed by the laws of the Commonwealth of Massachusetts without reference to principles of conflicts of law.,governing_law,english
Customer acknowledges that the Termination Fee is a reasonable approximation of such damages and shall be deemed to be liquidated damages and not a penalty.,penalty,english
"The Transporter shall only accept extemporary nominations as long as the Pipeline has available Capacity. If the nomination is accepted, the Third Party or Sender shall Pay to the Transporter as a penalty, two (2%) of the applicable rate to the volumes in barrels delivered in the Pipeline in the respective month.",penalty,english
"Each Party will have the right, upon reasonable notice to the other Party, to visit any location where RESEARCH PROJECT activities are conducted for the purposes of evaluating RESEARCH PROJECT progress and outcomes, and particularly to make observations of any plants in growth chambers, greenhouses or fields that are a part of a RESEARCH",audit_rights,english
*** Portions of this page have been omitted pursuant to a request for Confidential Treatment filed separately with the Commission.,general,english
"During the term of this Agreement Distributor agrees that neither it nor any organization or entity controlled or directed by it will, without Airspan's prior, written consent, represent a manufacturer or supplier of products similar in design or performance to or which are of such a nature as to be competitive with any products contained in the Airspan Products.",non_compete,english
"More particularly, said right and license to practice includes the right to use, reproduce, and create derivative works of Program Information under applicable copyrights and to make, use, and import (but not sell or offer to sell) under the claims of Program Patents, in each case solely for research and development for the Program.",license_grant,english
"To the extent any insurance coverage required under this Section is purchased on a ""claims-made"" basis, such insurance shall cover all prior acts of Metavante during the Term, and such insurance shall be continuously maintained until at least four (4) years beyond the expiration or termination of the Term, or Metavante shall purchase ""tail"" coverage, effective upon termination of any such policy or upon termination or expiration of the Term, to provide coverage for at least four (4) years from the occurrence of either such event.",insurance,english
This Agreement shall be governed and construed according to the laws of the State of Kansas.,governing_law,english
"Customer may terminate this Agreement during the Term upon at least one (1) years' written notice to M&I, provided that Customer pays M&I an early termination fee (""Termination for Convenience Fee"") in an amount equal to REDACTED of the Estimated Remaining Value.",termination,english
"To the extent any insurance coverage required under this Agreement is purchased on a ""claims-made"" basis, such insurance shall cover all prior acts of Eutectix during the term of this Agreement, and such insurance shall be continuously maintained until at least two (2) years beyond the expiration or termination of the term of this Agreement, or Eutectix shall purchase ""tail"" coverage, effective upon termination of any such policy or upon termination or expiration of the term of this Agreement, to provide coverage for at least two (2) years from the occurrence of either such event.",insurance,english
"We will have the right to observe the manner in which you are rendering your services and conducting your operations, to confer with your employees and customers, and to select Menu Items, ingredients, food and",audit_rights,english
"This Agreement will be governed by the substantive laws of the State of New York, without regard for its conflict of laws provisions.",governing_law,english
"During the term of this Agreement and for a period of two years after the expiration date of this Agreement, HDI shall not participate in any project similar to the Site on the Internet from which products substantially similar to Deerskin Products (including, without limitation, the products of Wilson's House of Leather, Excelled and and companies similar to Wilson's House of Leather and Excelled) are offered for sale to consumers on the Internet.",non_compete,english
"provided that at any time following the 7th anniversary of such date, either party may terminate such strategic alliance upon not less than 60 days' prior written notice to the other party.",termination,english
"THE SOLE OBLIGATION OF TOUCHSTAR, AND THE SOLE REMEDY OF RESELLER OR ANY OTHER RESELLER, UNDER THIS AGREEMENT SHALL BE (A) WITH REGARD TO THE TOUCHSTAR SOFTWARE OR ANY CALL CENTER SYSTEM, THE REPLACEMENT OR REPAIR OF THE TOUCHSTAR SOFTWARE OR THE CALL CENTER SYSTEM OR, AT THE OPTION OF TOUCHSTAR, THE RETURN OF THE PURCHASE PRICE PAID BY RESELLER",liability_cap,english
This agreement shall be governed by and subject to the internal laws (exclusive of the conflicts of law provisions) and decisions of the courts of the State of Illinois,governing_law,english
The initial term of this Agreement shall be for a period of five (5) years from the date first set forth above and shall thereafter automatically renew for additional two (2) year terms unless a party provides the other party with notice of non-renewal no less than 6 months prior to the expiration of the initial term or any renewal term unless earlier terminated as follows:,termination,english
"However, any Party may terminate its participation in this Agreement at the end of the Initial Period or any time thereafter by giving not less than one (1) year's prior notice thereof, in writing, to the other Parties.",termination,english
"Airspan Products to Distributor's customers in the Territory, and does not transfer any right, title, or interest in any of the Airspan Software to Distributor.",license_grant,english
"This Agreement and the relationship between the Parties shall be governed by, and interpreted in accordance with New York law without regard to provisions related to conflicts of laws, and, except as provided in Section 21.2 above, the Parties agree to submit any dispute to the exclusive jurisdiction of the federal and state courts sitting in New York.",governing_law,english
"or expiration of this Agreement) a non-exclusive, fully-paid, irrevocable license (including the right to grant sublicenses) under all Intellectual Property Rights and Know-How Controlled by Licensee and embodied within, or claiming or covering the Licensee Improvements, to Develop, Manufacture, sell, import, or otherwise Commercialize Licensed Products outside of the Territory.",license_grant,english
"Therefore, the parties have agreed upon the above payment of liquidated damages in lieu of WGT's claim for actual damages from such breach.",penalty,english
"THE PARTIES AGREE THAT THE LIMITATIONS SPECIFIED IN THIS SECTION 15.11 WILL APPLY EVEN IF ANY LIMITED REMEDY SPECIFIED IN THIS AGREEMENT IS FOUND TO HAVE FAILED OF ITS ESSENTIAL PURPOSE. WITHOUT LIMITING THE GENERALITY OF THE FOREGOING, ""CONSEQUENTIAL DAMAGES"" WILL BE DEEMED TO INCLUDE, AND NEITHER PARTY WILL BE LIABLE TO THE OTHER PARTY OR ANY OF SUCH OTHER PARTY'S AFFILIATES, REPRESENTATIVES OR STOCKHOLDERS FOR ANY DAMAGES BASED ON OR MEASURED BY LOSS OF PROJECTED OR SPECULATIVE FUTURE SALES OF THE PRODUCT, ANY PAYMENT DUE UPON ANY UNACHIEVED EVENT UNDER ARTICLE 6, OR ANY OTHER UNEARNED, SPECULATIVE OR OTHERWISE CONTINGENT PAYMENTS PROVIDED FOR IN THIS AGREEMENT.",liability_cap,english
"For the License Term and within the Licensed Territory, Producer hereby grants to ConvergTV a right and license to Distribute the program, file or video listed on the Deal Terms above (the ""Program"") consisting of",license_grant,english
the Equipment or Software which gave rise to the loss or damage or in connection with which the loss or damage was incurred.,liability_cap,english
"Subject to the terms and conditions of this Agreement, Commerce One hereby grants to Corio a nonexclusive, nontransferable (except in accordance with Section 14.1 of this Agreement), right and license in the Territory to sell and distribute such software licenses to Customers pursuant to this Section 2.4.",license_grant,english
"This Agreement may be terminated subject to the following clauses: 1.1.1. By either Vendor or Distributor, upon written notice of termination of this Agreement no later than ninety (90) calendar days prior to the expiration of the relevant Term, then in effect;",termination,english
3.2.10 Party B shall fulfill its rights and obligations to the Driver User who has signed the Agreement with Party B by means of strictly following the template of Financial Leasing Agreement and its annex provided by Party A.,general,english
"Except to the extent governed by the U.S. Trademark Act of 1946 (Lanham Act, 15 U.S.C. ""1051 et seq.), this Agreement, the other agreements referred herein, and the offer and the sale of the franchise shall be governed in all respects and aspects by the laws of the Commonwealth of Pennsylvania and expressly excluding the laws pertaining to the choice of law and conflict of laws.",governing_law,english
"Bonds and Insurance: the Transporter and the interested Senders in the Sole Risk Proposal shall obtain the necessary bonds and insurance to cover any Risk derived from the Sole Risk Proposal under terms reasonably acceptable for the Transporter, without prejudice of obtaining all other bonds and insurance requested by the Transporter.",insurance,english
This Agreement shall be governed and construed according to the law of Tennessee.,governing_law,english
"The Technology Access Fee will be paid in two equal installments of $500,000 each.",general,english
"This Agreement and any dispute, controversy or claim arising out of or in connection with it or its subject matter, existence, negotiation, validity, termination, breach or enforceability (including non-contractual disputes or claims) shall be governed by and construed in accordance with the laws of England and Wales.",governing_law,english
"This Agreement will be governed and construed in accordance with the laws of the State of New York without giving effect to conflict of laws principles. Both parties submit to personal jurisdiction in New York and further agree that any cause of action arising under this Agreement shall be brought in a court in New York City, NY.",governing_law,english
"HSI will, subject to compliance with the terms of this Agreement, grant a royalty-free, non-exclusive worldwide license to HERC to use the mark/name HERTZ as part of company names for the Interim Period, as more fully set forth in the Trademark, Trade Name, Domain and Related Rights License Agreement attached as Exhibit A.",license_grant,english
"During the Term, VerticalNet will not disclose, transfer or otherwise provide the VerticalNet Content and/or the VerticalNet Archived Content to any PaperExchange Competitor.",non_compete,english
